Name,Duplicate,Spellings_semicolon_separated,Aliases
Šarnikar,FALSE,ša-ar-ni-kà-ar,
Šarnikašu,FALSE,Ša-ar-ni-kà-šu,
Šarnikat,FALSE,,
Sarniqum,FALSE,Sà-ar-ni-qú-um,
Šarpa,FALSE,Ša-ar-pá; Šar-pá; Ša-ar-pá-a; šar-pá; ša-ar-pá,
Šarpunawa,FALSE,ša-ar-pu-na-wa,
Šarra-Suen,FALSE,,
Šarranu,FALSE,Šar-ra-nu,
Šarrat-Ištar,FALSE,Ša-ra-at-Ištar,
Šarru-Adad,FALSE,,
Šarru-Sin,FALSE,,
Šarrum-Adad,FALSE,Ša-ru-um-; Ša-ru-; LUGAL-{d}IM,
Šarrum-Anum,FALSE,LUGAL-A-nim,
Šarrum-Aya,FALSE,ša-ru-um-a-a,
Šarrum-il,FALSE,ša-ru-um-il,
Šarrum-kēn,FALSE,LUGAL-ki-in; LUGAL-GI.NA,
Šarrum-māten,FALSE,,
Šarrum-Suen,FALSE,Ša-ra-Sú-en6; LUGAL-Sú-en6,
Šaršunuman,FALSE,ša-ar-šu-nu-ma-an; ha-ar-šu-nu-ma-an,
Šaru-suen,FALSE,Ša-ru-Sú-in,
Šarua,FALSE,Ša-ru-a,
Šarubi-<gap>,FALSE,Ša-ru-bi-[x],
Sasa,FALSE,Sá-sá,
Šašahšušar,FALSE,ša-ša-ah-[šu]-šar; ša-ša-ah-[šu-šar]; ša-ša-ah-šu-šar,
Šašalika,FALSE,Ša-ša-li-kà; Ša-ša-al-kà; [ša-ša-]li-kà; ša-ša-li-kà,
Šašalka,FALSE,,
Šašama,FALSE,Ša-ša-ma-a; Ša-ša-ma-áš,
Šašamaš,FALSE,Ša-ša-ma-a; Ša-ša-ma-áš,
Šašanika,FALSE,ša-ša-ni-kà,
Šasarara,FALSE,ša-sá-ra-ra,
Šaši-<big_gap>,FALSE,ša-ší-x-x-x,
Sasia,FALSE,Sá-sí-a; Sà-sí-a; sá-sí-a,
Šašia,FALSE,Ša-ší-a; ša-ší-i-a,
Šašnina,FALSE,ša-áš-ni-na,
Sassati,FALSE,,
Šasu,FALSE,,
Šasua,FALSE,,
Šāt-Adad,FALSE,sa-at-{d}IŠKUR,
Šāt-Ana,FALSE,Ša-at-A-na; Ša-ta-na; Ša-da-na,
Šāt-Aššur,FALSE,Ša-at-A-šur,
Šāt-Ea,FALSE,Ša-at-É-a; Ša-té-a; Ša-tí-e-a,
Šāt-Ibra,FALSE,sà-tí-ip-ra,
Šat-ili,FALSE,Ša-at-ì-lí; Ša-tí-li,
Šāt-ilī,FALSE,Ša-at-ì-lí; Ša-tí-li,
Šāt-Ištar,FALSE,ša-at-IŠTAR,
Šāt-Suen,FALSE,Ša-zu,
Šatahšu,FALSE,ša-ta-ah-šu,
Šatha,FALSE,ša-at-ha,
Šatia,FALSE,Ša-dí-a,
Šawalia,FALSE,ša-wa-li-a,
Šawalku,FALSE,ša-wa-al-ku,
Šawana,FALSE,Ša-wa-na,
Šawanuman,FALSE,Ša-ur-dí-ni; ša-UR-dí-ni,ŠaURdini
Šawia-<gap>,FALSE,,
Šawiana,FALSE,Ša-wi-i-a-n[a],
Šawiyana,FALSE,Ša-wi-i-a-n[a],
Šazakaria,FALSE,ša-za-kar-i-a,
Šazia,FALSE,,
Šazinuman,FALSE,Ša-zi-nu-ma-an,
Šazu,FALSE,Ša-zu,
Šazua,FALSE,Ša-zu-a,
Šēlabum,FALSE,,
Šēlibu,FALSE,šé-li-bu,
Šelibum,FALSE,,
Šeliuman,FALSE,šé-li-ú-ma-an,
Šelumata,FALSE,šé-lu-ma-ta,
Šeme-Bēlī,FALSE,Ší-mì-be-li,
Šeme-Ištar,FALSE,še-me-IŠTAR,
Sensur,FALSE,se-en-sú-ur,
Šēp-Alim,FALSE,Šé-ep-a-limki,
Šēp-Aššur,FALSE,šé-ep-a-šur,
Šēp-Ištar,FALSE,Šé-ep-Ištar; Šé-pí-Ištar,
Šerdu,FALSE,Ší-ir-du,
Ṣerṣerum,FALSE,,
Šerte-ṭāb,FALSE,še-er-te-ṭá-áb,
Šērum-ilī,FALSE,Šé-ru-um-ì-lí,
Šērum-nawer,FALSE,Šé-ru-na-we-er; Ší-ru-um-na-me-er,
Servant,FALSE,,
Šēṣur-Dagan,FALSE,,
Šezur,TRUE,šé-zu-ur; šé-zur,
Šezur,TRUE,Šé-zu-ur; šé-zu-ur; še-zu-ir; šé-ṣú-ur; ší-zu-ur; šé-sú-ur; še-zu-ur; še-ṣur; sé-sú-ur; zi-zu-ur; sé-ṣú-ur; sé-ṣur,
Šēzur,FALSE,,
Šī-gamrat,FALSE,Ší-gam-ra-at,
Ší-im-gi-ma-dal,FALSE,Ší-im-gi-ma-dal,
Šī-lamassī,FALSE,Ší-lá-ma-sí,
Šiat,FALSE,Ší-a-at,
Šiaum,FALSE,Ší-a-im,
Šibana,FALSE,Ší-pá-na,
Šibdikuni,FALSE,Ší-ip-tí-ku-ni,
Šībī-Ištar,FALSE,ší-bí-IŠTAR,
Šibiala,FALSE,ší-bi4-a-lá,
Šibidwa,FALSE,Ší-pì-it-wa,
Šibima,FALSE,Ší-pì-ma,
Sibuhayā'um,FALSE,,
Šidaru,FALSE,Ší-da!-ru; ší-d[a]-ru,
Šidu,FALSE,Ší-du,
Šihašar,FALSE,ši-ha-ša-ar,
Šihišnuman,FALSE,ší-hi-iš-nu-ma-an,
Šihurbia,FALSE,ši-hur-bi-a,
Šihurpia,FALSE,ší-hu-ur-pí-a,
Šikibari,FALSE,Ší-gi-ba-ri,
Sikili,FALSE,si-ki-li,
Sikkuhum,FALSE,,
Šikmadal,FALSE,,
Šikmadim,FALSE,,
Šikmadu,FALSE,Ší-ik-ma-da; Ší-ik-ma-dim,
Šikmatum,FALSE,,
Šikmātum,FALSE,,
Šikriašwe,FALSE,ší-ik-ri-áš-we,
Šikrilka,FALSE,ší-ik-ri-il5-kà,
Šikriuman,FALSE,ší-ik-ri-ú-ma-an; ší-i[k-r]i-ú-ma-an; ší-ik[-ri-ú-ma-an],
Šiktihašut,FALSE,Ší-ik-tí-ha-šu-ut,
Šikua,FALSE,,
Šikuwa,FALSE,Ší-ku-wa,
Šikuza,FALSE,Ší-ku-za,
Šiliara,FALSE,Ší-li-a-ra; [š]í-li-a-ra,
Ṣilili,FALSE,Ṣí-li-li,
Šilipkaean,FALSE,ši-li-ip-ka-e-an,
Šilišurbada,FALSE,Ší-li-šu-ur-ba-da,
Šilišurbaša,FALSE,,
Šiliuman,FALSE,Ší-li-ú-ma-an,
Ṣilla-Adad,FALSE,,
Sillašat,FALSE,,
Ṣillī-abum,FALSE,,
Ṣilli-Adad,FALSE,,
Ṣillī-Adad,FALSE,Ṣí-lá-{d}IM; MI-{d}IM; MI-li-{d}IM,
Ṣillī-Dagān,FALSE,Ṣí-lu-Da-ga-an,
Ṣillī-ilī,FALSE,,
Ṣillī-ilu,FALSE,Ṣí-la-DINGIR,
Ṣillī-išmeanni,FALSE,ṣí-li-iš-me-a-ni,
Ṣilli-Ištar,FALSE,GI6-li-IŠTAR,
Ṣillī-Ištar,FALSE,Ṣí-li-Ištar; MI-li-Ištar,
Ṣillī-Kubabat,FALSE,Ṣí-li-Ku-ba-ba-at,
Ṣillī-libbum,FALSE,Ṣí-li-li-bi4-im,
Ṣillī-malak,FALSE,Ṣí-lá-ma-lá-ak,
Ṣillia,FALSE,Ṣí-li-a; Ṣí-li-i-a,
Ṣillištum,FALSE,,
Ṣilliya,FALSE,,
Ṣilluš-Dagān,FALSE,Ṣí-lu-uš-Da-gán,
Šilmašu,FALSE,Ší-el-ma-šu,
Šilu,FALSE,ši-lu,
Ṣilulu,FALSE,Ṣí-lu-lu,
Šilum-ardi,FALSE,Ší-lu-um-ar-dí-x; Šé-lu-um-ar-dí,Šalim-wardum
Šilumata,FALSE,Ší-lu-ma-ta,
Siluna,FALSE,,
Šīm-kī-mātim,FALSE,,
Šima-Aššur,FALSE,ši-ma-a-šur,
Šima-Suen,FALSE,ši-ma-su-en6,
Šimala,FALSE,ši-ma-la,
Šimašitiša,FALSE,ší-ma-ší-tí-ša,
Šīmat-Anum,FALSE,Ší-ma-ta-nim,
Šīmat-Aššur,FALSE,Ší-ma-at-A-šur,
Simat-ilīšu,FALSE,,
Šimat-Ištar,FALSE,ší-ma-at-IŠTAR,
Šīmat-Ištar,FALSE,Ší-ma-at-Ištar,
Šimat-Suen,FALSE,ší-ma-at-sú-en6,
Šīmat-Suen,FALSE,Ší-ma-at-Sú-en6,
Šīme-bēlī,FALSE,,
Šimi-ilī,FALSE,ši-mi-DINGIR,
Šimiškuni,FALSE,ší-mì-iš-ku-ni,
Šimiškunin,FALSE,ši-mi-iš-ku-nin,
Šimitili,FALSE,Ší-me-tí-AN,Iṣmid-ili
Šimkimadu,FALSE,,
Šimkimatal,FALSE,Ší-im-gi-ma-tal; Ší-im-ki-ma-tim; Ší-im-ki-ma-tù,
Šimkimatum,FALSE,,
Šimnala,FALSE,Ší-im-na-lá; ší-im-na-lá; [š]í-i[m-n]a-lá,
Šimnilka,FALSE,Ší-im-ni-el-kà; ší-im-ni-il5-kà,
Šimnuman,FALSE,Ší-im-nu-ma-an; ší-im-n[u-ma-an]; ší-im-nu-ma-an; ší-im-nu-m[a-an]; ša-am-nu-ma[-an],
Šimnušan,FALSE,Ší-im-nu-ša-an; ší-im-nu-ša,
Šimzur,FALSE,ší-im-zu-ur,
Sîn-iddinam,FALSE,,
Sîn-išmeanni,FALSE,30-iš-me-a-ni,
Sîn-rēmeni,FALSE,,
Šina’a’a,FALSE,ší-na-a-a,
Šinahutum,FALSE,,
Šinanātum,FALSE,,
Šināya,FALSE,Ší-na-a; Ší-na-a-a,
Šinazu,FALSE,Ší-na-zu,
Šinilka,FALSE,Ší-ni-el-ga; ší-ni-il5-kà,
Šinunala,FALSE,Ší-nu-na-lá,
Šinūnūtum,FALSE,Ší-nu-nu-tim; Ší-na-na-tim,
Šinzur,FALSE,ší-in-zu-ur,
Šipana,FALSE,ší-pá-na,
Šipima,FALSE,ší-pì-ma,
Šipitwa,FALSE,ší-pì-it-wa,
Šiptikuni,FALSE,ší-ip-tí-ku-ni,
Šipunahšuš,FALSE,Ší-pu-na-ah-šu-uš,
Šiqlānum,FALSE,Ší-iq-lá-nim,
Sirabi,FALSE,,
Širdu,FALSE,ši-ir-du,
Siri,FALSE,Sí-re-i,
Širun,FALSE,ší-ru-un,
Širunawer,FALSE,ši-ru-na-we-er,
Širuri,FALSE,ši-ru-ri,
Širwatar,FALSE,ší-ir-wa-ta[-ar],
Šišahšušar,FALSE,Ší-; Ša-ša-ah-šu-šar,
Šišalika,FALSE,Ší-ša-li-kà,
Šišara,FALSE,ší-ša-ra,
Šišawada,FALSE,Ší-ša-wa-da,
Šišawaha-x,FALSE,Ší-ša-wa-ha-x-x,
Sisaya,FALSE,,
Šišipti,FALSE,Ší-i-ší-ip-tí,
Sisum,FALSE,,
Šitarama,FALSE,ší-ta-ra-ma,
Šitaraman,FALSE,Ší-ta-ra-ma-an,
Šitaran,FALSE,ší-ta-ra-an,
Šitili(x),FALSE,Ší-tí-li-[,
Šitiman,FALSE,Ší-t[í-m]a-an,
Šiwanala,FALSE,Ší-wa-na-lá; Ší-im-na-lá,
Šiwanalka,FALSE,Ší-wa-na-al-kà; ší-wa-na-[al-kà]; ší-wa-na-al-kà,
Šiwanuman,FALSE,Ší-wa-nu-ma-an,
Šiwaškunian,FALSE,ší-wa-áš-ku-ni-a-an; ší-wa-áš-ku-ni-an; ⌈x⌉-ší-wa-iš-ku-ni-in,
Šiwaškunin,FALSE,,
Šiwašmei,FALSE,ší-wa-áš-me-i,
Šiwašmi,FALSE,Ší-wa-áš-me-i; Ší-wi-iš-me-iš,
Šiwašušar,FALSE,ši-wa-šu-šar,
Šiwiškunian,FALSE,,
Šizbum,FALSE,Ší-iz-bu-um,
Šizizi,FALSE,Ší-zi-zi;,
Šizur,FALSE,Ší-zu-ur; Zi-zu-ur; Ší-in-zu-ur,
Šu-Adad,FALSE,šu-{d}IM,
Šu-ahi,FALSE,,
Šu-Ana,FALSE,,
Šu-Anim,FALSE,,
Šu-Anum,FALSE,Šu-A-nu-um; Šu-A-num,
Šu-Aššur,FALSE,Šu-A-šùr; Šu-A-šur,
Šu-AyaŠu-a-a,FALSE,Šu-a-a; šu-a; sú-a-a; šu-wa-a; šu-a-a; šu-a-a; sú-ú-a-a,
Šu-Belim,FALSE,Šu-Be-lim,
Šu-Belum,FALSE,,
Šu-Bēlum,FALSE,Šu-Be/Bé-lim; Šu-Be-lam,
Šu-Bērum,FALSE,,
Šu-Dagan,FALSE,,
Šu-Dagān,FALSE,Šu-Da-gán; Šu-{d}Da-gán,
Šu-Ena,FALSE,Šu-e-na,
Šu-Enlil,FALSE,Šu-I-li-el; Šu-{d}EN.LÍL,
Šu-Erra,FALSE,Šu-e-ra; Šu-er-ra,
Šu-Habura,FALSE,šu-ha-bu-ra,
Šu-Haniš,FALSE,Šu-ha-ni-iš,
Šu-Harim,FALSE,Šu-Ha-ri-im,
Šu-Harum,FALSE,,
Šu-Hubur,FALSE,Šu-Hu-bur; Šu-Hu-bu-ur,
Šu-Ilabrat,FALSE,Šu-NIN.ŠUBUR,
Šu-ilī,FALSE,Šu-ì-lí; Šu-DINGIR,
Šu-Išhara,FALSE,Šu-Iš-ha-ra; šu-iš-ha[-ra],
Šu-Ištar,FALSE,Šu-Ištar,
Šu-kubim,FALSE,Šu-Ku-bi4-im,
Šu-Kubum,FALSE,,
Šu-Kūbum,FALSE,Šu-Ku-bu-um; Šu-Ku-bi-im; Šu-Ku-bi4-im,
Šu-Laban,FALSE,šu-la-ba-an,
Šu-Labān,FALSE,Šu-la/lá-ba-an; Šu-lá-ba,
Šu-Lama,FALSE,šu-la-ma,
Šu-ma-a,FALSE,,
Šu-Mama,FALSE,Šu-ma-ma,
Šu-na-<gap>,FALSE,,
Šu-Nabar,FALSE,Šu-na-war; Šu-na-mar,
Šu-nawar,FALSE,šu-na-bar,
Šu-Nazi,FALSE,šu-na-zi,
Šu-Nirah,TRUE,Šu-Ni-ra-ah,
Šu-Nirah,TRUE,šu-ni-ra-ah; Šu-Ni-ra-ah,
Šu-Nunu,FALSE,Šu-nu-nu,
Šu-pilah,FALSE,šu-pi-lá-ah,
Šu-Rama,FALSE,,
Šu-Šamaš,FALSE,Šu-{d}UTU,
Šu-Suen,FALSE,šu-sú-en6,
Šu-Suen-mātim,FALSE,,
Šu-Tammuzi,FALSE,Šu-Ta-mu-zi,
Šu-tí-a-wa,FALSE,,
Šu-Tibar,FALSE,Šu-Tí-bar,
Šu-Zuzu,FALSE,,
Šu'unuman,FALSE,Šu-ú-nu-ma-an,
Šua,FALSE,,
Šuala,FALSE,,
Šuaya,FALSE,,
Šubaba,FALSE,Šu-ba-ba,
Subani,FALSE,su-ba-ni,
Šubelim,FALSE,šu-Be-lim,
Šubišamnuman,FALSE,Šu-pí-ša-am-nu-ma-an,
Šubrum,FALSE,Šu-ub-ri-im,
Šubudahšu,FALSE,Šu-pu-da-ah-šu,
Šūbultum,FALSE,Šu-bu-ul-tum,
Šubunah,FALSE,šu-bu-na,
Šubunahšu,FALSE,Šu-pu-na-ah-šu; Ša-pu-na-ah-šu;,
Šubunuman,FALSE,Šu-pu-nu-ma-an,
Šudad,FALSE,šu-da-at,
Šudat,FALSE,Šu-da-at,
Šudaya,FALSE,,
Šudāya,FALSE,Šu-da-a,
Šudibar,FALSE,šu-di-ba-ar,
Sueata,FALSE,Sú-e-ta-a,
Suen-bani,FALSE,,
Suen-bāni,FALSE,{d}EN.ZU-ba-ni; ZU-ba-ni,
Suen-bēl-ilī,FALSE,su-en-bé-el-DINGIR,
Suen-bēlī,FALSE,ZU-bé-li,
Suen-bēlum,FALSE,,
Suen-damiq,FALSE,Sú-in-SIG5,
Suen-gāmil,FALSE,sú-en6-ga-mì-il5,
Suen-iddinam,FALSE,Sú-en6-i-dí-nam,
Suen-iddinaššu,FALSE,-i-dí-na-šu,
Suen-ilīšu,FALSE,,
Suen-ilušu,FALSE,Sú-en6-il5-šu,
Suen-išme,FALSE,sú-en6-iš-me,
Suen-išmeanni,FALSE,Sí-in-iš-me-a-ni,
Suen-lā-rušu,FALSE,sú-en6-lá-ru-šu,
Suen-magir,FALSE,,
Suen-matar,FALSE,sú-en6-ma-ta-ar,
Suen-muballiṭ,FALSE,Sú-in-mu-ba-li-iṭ,
Suen-na-dí,FALSE,,
Suen-nada,FALSE,,
Suen-nādā,FALSE,Sú-en6-na-da; Sú-i-na-da; ZU-na-da; Sí-na-da,
Suen-namer,FALSE,,
Suen-nāqid,FALSE,sú-in-na-qí-id,
Suen-nawer,FALSE,-na-we-er; -na-me-er,
Suen-pilah,FALSE,Sú-en6-pí-lá-ah; ZU-pì-lá-ah,
Suen-rabi,FALSE,Sí-ra-bi; Sí-ra-bi4,
Suen-re-NI,FALSE,,
Suen-re’i,FALSE,,
Suen-rē'ī,FALSE,Sí-in-re-i; sú-en6-re-i; sú-en6-SIPA; sú-re-i; ZU-re-i; sú-in-SIPA; ZU.SIPA; {m}sú-en6-SIPA; sú-in-re-ì; sú-en6-SIPA-ma; ZU-re-i-ma; sú-en6-re-i-ma; sú-in-SIPA-ma; sú-en-re-i; sí-in-re-i; sí-in-SIPA,
Suen-rē’ī,FALSE,,
Suen-rēmeni,FALSE,Sí-re-me-ni,
Suen-šarrum,FALSE,,
Suen-ṭāb,FALSE,Sú-en-HI,
Suen-tāya,FALSE,Sú-en-ta-a,
Suen-tayyār,FALSE,30-ta-a-ar,
Sueta,FALSE,,
Sueta(ya),FALSE,,
Suetata,FALSE,Sú-e-ta-ta; Sú-i-ta-ta-a,
Sueyya,FALSE,Sú-e-a,
Šuharpia,FALSE,šu-ha-ar-pì-a,
Ṣuhartum,FALSE,,
Šuhišunuman,FALSE,Šu-hi-šu-nu-ma-an,
Suhkana,FALSE,,
Šuhur,FALSE,šu-hu-ur,
Šuhurpia,FALSE,Šu-hu-ur-pì-a; Šu-hu-ur-pí-a; Ší-hu-ur-pí-a; Šu-ha-ar-pì-a; Zu-hu-ur-pí-a; šu-hu-[ur]-pì-a; šu-hu-ur[-pì-a]; šu-hu-ur-pì[-a]; šu-hu-u[r]-pì-a; šu-hu-ur-pí-a; šu-hu-u[r-pí]-a; [šu-]hu-ur-pì-a,
Suhurpiala,FALSE,,
Šuhurpiala,FALSE,šu!-hu-ur-pì-a-lá,
Šuhurpiya,FALSE,,
Šuhurpunut,FALSE,Šu-hu-ur-pu-nu-ut,
Šuhurwazi,FALSE,Šu-ur-hu-wa-zi,
Šuhuta,FALSE,Šu-hu-ta,
Šui,FALSE,Šu-i; Šu-e,
Šuiškana,FALSE,Šu-iš-ga-na; Zu-uš-ga-na,
Sukanunin,FALSE,su-ka-nu-ni-in,
Šukatum,FALSE,Šu-ku-tum; Šu-ku-tim; Šu-ki-tim; Šu-kà-tim; Šu-kà-tám,
Šukitim,FALSE,,
Sukkaliya,FALSE,,
Sukkallia,FALSE,Sú-kà-lí-a; Sú-kà-li-a,
Sukkallum,FALSE,Sú-kà-lúm; Sú-kà-li-im; also Sú-kà-nim,
Šukkallum,FALSE,Šu-kà-lim,
Sukkanum,FALSE,,
Šukkutum,FALSE,,
Sukuhum,FALSE,Sú-ku-hi-im; Sú-uk-ú-hi-im; Sí-ik-ú-hi-im,
Šukuku,FALSE,Šu-ku-ku,
Šula,FALSE,Šu-lá; Šu-la,
Šulaba,FALSE,Šu-la-ba-a,
Šulabāya,FALSE,,
Šulala,FALSE,Šu-lá-lá,
Šule,FALSE,Šu-li-e; Šu-li-i-e; šu-le-e,
Šuli,FALSE,Šu-li; Šu-lí; Šu-li-i,
Sulia,FALSE,,
Šulia,FALSE,Šu-li-a; Zu-li-a; šu-li-a,
Ṣulia,FALSE,,
Sulili,FALSE,,
Šulili,FALSE,Šu-li-li; Zu-li-li,
Sulilia,FALSE,,
Šulim,FALSE,,
Šuliman,FALSE,Šu-li-ma-an,
Šulmum-damiq,FALSE,Šu-ul-mu-um-SIG5,
Šulmum-ša-Aššur,FALSE,šu-ul-mì-im-ša-a-šur,
Šulmuša-Aššur,FALSE,šu-ul-mu-ša-a-šùr,
Šulu,FALSE,Šu-lu,
Šuluat,FALSE,Šu-lu-a-at,
Šulubua,FALSE,Šu-lu-pu-a,
Ṣulula,FALSE,,
Ṣululaya,FALSE,ṣu-lu-la,
Ṣulūlāya,FALSE,Zu-lu-la-a,
Šululi,FALSE,Šu-lu-li,
Šulupua,FALSE,šu-lu-pu-a,
Šum-abum,FALSE,,
Šum-Aššur,FALSE,,
Šum-bēlī,FALSE,šu-um-bé-li,
Šum-Ištar,FALSE,,
Šuma,FALSE,Šu-ma; Šu-ma-a,
Šuma-Aššur,FALSE,šu-ma-a-šùr,
Šuma-ili,FALSE,šu-ma-il-i,
Šuma-libši,FALSE,Šu-mu-um-li-ib-ší; Šu-ma-li-ib-ší,
Šuma’ahi,FALSE,šu-ma-a-[hi]; šu-ma-a-hi,
Šumabia,FALSE,,
Šumahi,FALSE,Šu-ma-hi-im; Šu-ma-hi-i; Šu-ma-a-hi,
Šumam-lirši,FALSE,Šu-ma-am-ni-ir-ší,
Šumanum,FALSE,Šu-ma-nim,
Sumaya,FALSE,,
Šumaya,FALSE,,
Šumenika,FALSE,šu-me-ni-ka,
Šumerahšu,FALSE,Šu-me-ra-ah-šu,
Šumi-abia,FALSE,Šu-mì-a-bi/bi4-a; Šu-ma-bi/bi4-a,
Šumi-abiya,FALSE,,
Šumi-ahi-ilī,FALSE,,
Šūmī-awa,FALSE,,
Šumi-Ištar,FALSE,Šu-mì-Ištar,
Šumi-Zaba,FALSE,šu-mi-za-ba,
Šumiabia,FALSE,,
Šumiar,FALSE,Šu-me-ar; Šu-me-a-ar,
Šumiawa,FALSE,Šu-me-a-wa; Šu-me-a-wa-a; šu-mì-a-wa; šu-mì-a-wa-a,
Šumiawar,FALSE,šu-mi-a-wa-ar,
Šumiawi,FALSE,šu-mì-a-wi-,
Šumila’awa,FALSE,šu-mì-lá-a-wa,
Šumirahšu,FALSE,šu-mì-ra-ah-šu,
Šumiuman,FALSE,šu-mì-ú-ma-an,
Šumkanari,FALSE,Šu-um-kà-na-ri,
Šumma-ahum,FALSE,,
Šumma-Aššur,FALSE,šu-um-a-šur,
Šumma-libbi-Adad,FALSE,šu-ma-li-bi-ad-ad,
Šumma-libbi-Aššur,FALSE,Šu-ma-li-bi4-A-šùr; Šu-ma-li-ba-A-šur,
Šumma-libbi-ili,FALSE,Šu-ma-li-bi-ì-lí,
Šumma-libbi-ilia,FALSE,Šu-ma-li-be-ì-lí-a; Šu-ma-li-bi4-lí-a,
Šumma-libbīya,FALSE,,
Šumma-libši,FALSE,,
Šummahum,FALSE,,
Šumnumana,FALSE,923001404712086145502364394488016273,
Šumum-libši,FALSE,,
Šuna,FALSE,Šu-na,
Šunabar,FALSE,Šu-na-wa-ar,
Sunanum,FALSE,,
Šunilka,FALSE,šu-ni-il-ka,
Šunizaba,FALSE,,
Sunum,FALSE,,
Šununuman,FALSE,šu-nu-nu-ma-an,
Šupahšu,FALSE,šu-up-a-ah-šu,
Šupanah,FALSE,šu-pa-na,
Šupepra,FALSE,šu-pì-e-ep-ra,
Šupi’inuman,FALSE,šu-pí-e-nu-ma-an; šu-pí-i-nu-ma-an,
Šupia[t]a,FALSE,šu-pì-a-[t]a,
Šupiahšu,FALSE,Šu-pì-a-ah-šu; šu-pí-a-ah-šu; šu-pí-ah-šu; šu-pì-ah-šu-ú,
Šupiahšušar,FALSE,,
Šupianika,FALSE,šu-pí-a-ni-kà; šu-pì-a-ni-kà,
Šupiašu,FALSE,,
Šupiašue,FALSE,šu-pí-áš-ú-e,
Šupiašwe,FALSE,šu-pì-a-šu-we; šu-pì-áš-we,
Šupienuman,FALSE,,
Supilah,FALSE,,
Šupilah,FALSE,,
Supili,FALSE,,
Šupilka,FALSE,šu-pì[-il5-kà]; šu-pì-il5-kà,
Šupilulia,FALSE,šu-pì-lu-li-a; šu-pu-lu-li-a; šu-pí-lu-li-a,
Šupimani,FALSE,šu-pì-ma-ni,
Šupinuman,FALSE,Šu-pí-e-nu-ma-an; Šu-pí-i-nu-ma-an,
Šupipra,FALSE,šu-pì-ip-ra,
Šupišamnuman,FALSE,šu-pì-ša-am-nu-ma-an,
Šupiuman,FALSE,šu-pí-ú-ma-an,
Šupiunuman,FALSE,šu-pì-ú-nu-ma-an,
Šupiwa,FALSE,šu-pí-wa,
Šuppi-mani,FALSE,šu-pi-ma-ni,
Šuppia,FALSE,,
Šuppiahšu,FALSE,Šu-pí/pì-ah-šu; Šu-pí-a-ah-šu,
Šuppiahšušar,FALSE,Šu-pì-ah-šu-šar; Šu-pí-a-ah-šu-šar,
Šuppialka,FALSE,Šu-pí-a-al-kà,
Šuppiana,FALSE,,
Šuppianika,FALSE,Šu-pì-a-ni-kà,
Šuppiapna,FALSE,Šu-pì-ap-na,
Šuppiaššu,FALSE,,
Šuppiašuwa,FALSE,Šu-pì-a-šu-wa; Šu-pì-a-šu,
Šuppiašwe,FALSE,šu-pì-áš-we,
Šuppiata,FALSE,Šu-pí-a-⌈ta⌉,
Šuppibra,FALSE,Šu-pè-e-ip-ra,
Šuppikuni,FALSE,Šu-pì-ku-ni,
Šuppilabra,FALSE,Šu-pì-lá-áb-ra,
Šuppilulia,FALSE,šu-pi-lu-li-a,
Šuppimanaru,FALSE,šu-pi-ma-na-ru,
Šuppimanašu,FALSE,Šu-pì-ma!-na-šu,
Šuppimi,FALSE,Šu-pí-me-i,
Šuppinahšu,FALSE,Šu-pì-na-ah-šu,
Šuppinuman,FALSE,Šu-pì-ú-nu-ma-an,
Šuppišamnuman,FALSE,šu-pí-ša-am-nu-ma-an,
Šuppiškabi,FALSE,šu-pi-iš-ka-bi,
Šuppiuman,FALSE,Šu-pì-ú-ma-an,
Šuppiwa,FALSE,šu-pi-a,
Šupudahšu,FALSE,šu-pu-da-ah-šu,
Šupultum,FALSE,,
Šupuna[xx],FALSE,šu-pu-na-x[-x],
Šupunah,FALSE,,
Šupunah<šu>,FALSE,šu-pu-na-ah<-šu>,
Šupunahšu,FALSE,[šu-pu-na-a]h-šu; šu-pu-na-ah-šu,
Supunuman,FALSE,,
Šupunuman,FALSE,šu-pu-nu-ma-an,
Šurakuni,FALSE,Šu-ra-a-ku-ni,
Šurama,FALSE,Šu-ra-a; šu-ra-ma; šu-ra; šu-ra-a,
Suraya,FALSE,sú-ra-a,
Šurhuwazi,FALSE,Šu-ur-hu-wa-zi,
Šuri,FALSE,Šu-ri; šu-ri; šu[-ri],
Surinanim,FALSE,sú-ri-na-nim,
Surinānum,FALSE,,
Šuruka,FALSE,Šu-ru-kà,
Susānum,FALSE,,
Sūsānum,FALSE,,
Susaya,FALSE,,
Susāya,FALSE,Sú-sá-a,
Šusaya,FALSE,,
Šusāya,FALSE,Šu-sá-a; Šu-za-a,
Šušu,FALSE,šu-šu-ú,
Šušuku,FALSE,Šu-šu-ku;,
Šušuma,FALSE,Šu-ú-šu-ma,
Suteya,FALSE,,
Šutis,FALSE,Šu-tí-is,
Šutkula,FALSE,šu-ut-ku-la,
Šuwa,FALSE,Šu-wa-a; Šu-a-a,
Šuwakru,FALSE,šu-wa-ak-ru,
Šuwala,FALSE,Šu-ú-a-lá,
Šuzaya,FALSE,,
Šuzua,FALSE,Šu-zu-a,
Šuzuzu,FALSE,šu-zu-zu,
Ta-ar-na-šu-um,FALSE,Ta-ar-na-šu-um,
Ta-ba-ga-x,FALSE,Ta-ba-ga-x,
Ta-ga-na-ba-ta,FALSE,Ta-ga-na-ba-ta,
Ta-ša-li,FALSE,Ta-ša-li,
